document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
b3b027941a48b0372a0fe52293173996,research_results/documents/parsed/b3b027941a48b0372a0fe52293173996.txt,3,diversity; underserved; equity; inclusion; dei; underrepresented,bipoc; safe space,required; must; policy; applicability; statewide; contract; standard; agreement,hiring; procurement; training; housing,186852
4260e59b296ab49cb9ae241fbba37c68,research_results/documents/parsed/4260e59b296ab49cb9ae241fbba37c68.txt,3,diversity; equity; inclusion; dei; underrepresented,cultural competence,shall; policy; statewide; contract; required; agreement,hiring; procurement; training; housing,38034
1d20c2a61ee7a30f077fe8e8eeba2667,research_results/documents/parsed/1d20c2a61ee7a30f077fe8e8eeba2667.txt,3,deib; diversity; equity; inclusion; dei; underrepresented,bipoc; lived experience,must; policy; agreement,hiring; training; housing,18877
592594abd4eb6a8bad89ce62855bb42e,research_results/documents/parsed/592594abd4eb6a8bad89ce62855bb42e.txt,2,diversity; underserved; equity; inclusion; dei,,must; applicability; standard; contract; required,hiring; procurement; housing,21859
645b1f978c1291384280119d20b07e77,research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt,2,diversity; equity; inclusion; dei; underrepresented,,required; must; shall; mandatory; policy; statewide; contract; standard; agreement,hiring; procurement; training; housing,67969
39aacc6287ece4d98183827562496c5e,research_results/documents/parsed/39aacc6287ece4d98183827562496c5e.txt,2,diversity; dei; inclusion; equity,,contract; mandatory; statewide; shall,procurement; housing,13084
f17c22e859e2c48b5a346d23fc10a3c0,research_results/documents/parsed/f17c22e859e2c48b5a346d23fc10a3c0.txt,2,diversity; inclusion; equity; underserved,,must; statewide; standard; policy,hiring; housing,15914
0605239e9e394ac73f36ee2d115a566f,research_results/documents/parsed/0605239e9e394ac73f36ee2d115a566f.txt,2,diversity; dei; inclusion; equity,,must; shall; standard; statewide; required,hiring; training; housing,11831
ffb8613e7bb63a09a1349a4f4cd7e90b,research_results/documents/parsed/ffb8613e7bb63a09a1349a4f4cd7e90b.txt,2,diversity; underserved; equity; inclusion; dei; underrepresented,,required; must; standard; policy,training; housing,22565
57a271a61cfdda6b8b76a264c5c1a897,research_results/documents/parsed/57a271a61cfdda6b8b76a264c5c1a897.txt,2,diversity; underserved; equity; inclusion; dei; underrepresented,,required; must; shall; ordinance; standard; statewide; contract; applicable to; policy; agreement,hiring; procurement; training; housing,114632
6e6c69b294212c64d1c617f261e70841,research_results/documents/parsed/6e6c69b294212c64d1c617f261e70841.txt,2,diversity; underserved; equity; inclusion; dei; underrepresented,,must; policy,hiring; procurement; training; housing,36369
301c581abbfcce15c8336a36b2946da3,research_results/documents/parsed/301c581abbfcce15c8336a36b2946da3.txt,2,diversity; dei; inclusion; equity,,policy; shall,hiring; training,6892
60ff12d7e79e6a9763b86f62b24ac6f4,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt,2,deib; diversity; equity; inclusion; dei; underrepresented,,must; standard; contract; statewide; required,hiring; procurement; training; housing,82412
9992a1019c1a850d63d4e6c5f0ef450b,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt,1,diversity; dei; inclusion; equity,,,training,8230
