document_id,file_path,risk_score,dei_keywords,proxy_keywords,binding_keywords,applicability_tags,text_length
e074d302eac8c1251ce84c7611f87a01,research_results/documents/parsed/e074d302eac8c1251ce84c7611f87a01.txt,3,underserved; equity; diversity; dei; inclusion; underrepresented,bipoc; safe space,applicability; agreement; contract; must; required; standard; policy; statewide,hiring; procurement; training; housing,108807
2cb743c45485324adc632bb0642bc614,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt,3,underserved; equity; diversity; dei; inclusion; underrepresented,lived experience; equity plan,shall; agreement; contract; must; required; mandatory; standard; policy; statewide,hiring; procurement; training; housing,141010
544d76b9a259616a1c691b4f98098735,research_results/documents/parsed/544d76b9a259616a1c691b4f98098735.txt,3,underserved; equity; diversity; dei; inclusion; underrepresented,equity plan; safe space,shall; contract; must; mandatory; policy; statewide,hiring; procurement; training; housing,49914
bbfc77a24628ff8e29dd977ba4c66095,research_results/documents/parsed/bbfc77a24628ff8e29dd977ba4c66095.txt,3,underserved; equity; diversity; dei; inclusion; underrepresented,bipoc,agreement; contract; must; required; standard; policy; statewide,hiring; procurement; training; housing,69963
0a3c2fb7aaa8fce1b2fcc321ae18e5b9,research_results/documents/parsed/0a3c2fb7aaa8fce1b2fcc321ae18e5b9.txt,3,underserved; equity; diversity; dei; inclusion,cultural competence; lived experience,shall; contract; must; required; standard; policy; statewide,hiring; procurement; training; housing,31368
b3b027941a48b0372a0fe52293173996,research_results/documents/parsed/b3b027941a48b0372a0fe52293173996.txt,3,underserved; equity; diversity; dei; inclusion; underrepresented,bipoc; safe space,applicability; agreement; contract; must; required; standard; policy; statewide,hiring; procurement; training; housing,186852
4260e59b296ab49cb9ae241fbba37c68,research_results/documents/parsed/4260e59b296ab49cb9ae241fbba37c68.txt,3,equity; diversity; dei; inclusion; underrepresented,cultural competence,shall; agreement; contract; required; policy; statewide,hiring; procurement; training; housing,38034
1d20c2a61ee7a30f077fe8e8eeba2667,research_results/documents/parsed/1d20c2a61ee7a30f077fe8e8eeba2667.txt,3,deib; equity; diversity; dei; inclusion; underrepresented,bipoc; lived experience,agreement; must; policy,hiring; training; housing,18877
645b1f978c1291384280119d20b07e77,research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt,2,equity; diversity; dei; inclusion; underrepresented,,shall; agreement; contract; must; required; mandatory; standard; policy; statewide,hiring; procurement; training; housing,67969
0605239e9e394ac73f36ee2d115a566f,research_results/documents/parsed/0605239e9e394ac73f36ee2d115a566f.txt,2,equity; diversity; dei; inclusion,,shall; must; required; standard; statewide,hiring; training; housing,11831
ffb8613e7bb63a09a1349a4f4cd7e90b,research_results/documents/parsed/ffb8613e7bb63a09a1349a4f4cd7e90b.txt,2,underserved; equity; diversity; dei; inclusion; underrepresented,,required; must; policy; standard,training; housing,22565
57a271a61cfdda6b8b76a264c5c1a897,research_results/documents/parsed/57a271a61cfdda6b8b76a264c5c1a897.txt,2,underserved; equity; diversity; dei; inclusion; underrepresented,,shall; agreement; contract; must; required; standard; ordinance; policy; applicable to; statewide,hiring; procurement; training; housing,114632
6e6c69b294212c64d1c617f261e70841,research_results/documents/parsed/6e6c69b294212c64d1c617f261e70841.txt,2,underserved; equity; diversity; dei; inclusion; underrepresented,,must; policy,hiring; procurement; training; housing,36369
301c581abbfcce15c8336a36b2946da3,research_results/documents/parsed/301c581abbfcce15c8336a36b2946da3.txt,2,equity; diversity; dei; inclusion,,shall; policy,hiring; training,6892
60ff12d7e79e6a9763b86f62b24ac6f4,research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt,2,deib; equity; diversity; dei; inclusion; underrepresented,,contract; must; required; standard; statewide,hiring; procurement; training; housing,82412
9992a1019c1a850d63d4e6c5f0ef450b,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt,1,equity; diversity; dei; inclusion,,,training,8230
