domain,url,final_url,status,http_status,content_type,bytes,saved_path,error
www.quantumresidential.com,https://www.quantumresidential.com/logos/doodles/2025/new-years-eve-2025-6753651837110713.2-lsg.png,https://www.quantumresidential.com/logos/doodles/2025/new-years-eve-2025-6753651837110713.2-lsg.png,error,404,text/plain,0,,http_404
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/corporate-property-management/dist/app.js?ver=1.0.5,https://www.quantumresidential.com/wp-content/plugins/corporate-property-management/dist/app.js?ver=1.0.5,ok,200,application/javascript,401759,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_corporate-property-management_dist_app.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/corporate-property-management/dist/styles.css?ver=1.0.5,https://www.quantumresidential.com/wp-content/plugins/corporate-property-management/dist/styles.css?ver=1.0.5,ok,200,text/css,20364,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_corporate-property-management_dist_styles.css,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/duracelltomi-google-tag-manager/dist/js/gtm4wp-form-move-tracker.js?ver=1.20.2,https://www.quantumresidential.com/wp-content/plugins/duracelltomi-google-tag-manager/dist/js/gtm4wp-form-move-tracker.js?ver=1.20.2,ok,200,application/javascript,1138,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_duracelltomi-google-tag-manager_dist_js_gtm4wp-form-move-tracker.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/scripts-theme.min.js?ver=bab19fd84843dabc070e73326d787910,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/scripts-theme.min.js?ver=bab19fd84843dabc070e73326d787910,ok,200,application/javascript,4163,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_assets_js_dist_scripts-theme.min.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/utils.min.js?ver=2d19baeb93e2a0395e435793e50c082b,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/utils.min.js?ver=2d19baeb93e2a0395e435793e50c082b,ok,200,application/javascript,38824,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_assets_js_dist_utils.min.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/vendor-theme.min.js?ver=54e7080aa7a02c83aa61fae430b9d869,https://www.quantumresidential.com/wp-content/plugins/gravityforms/assets/js/dist/vendor-theme.min.js?ver=54e7080aa7a02c83aa61fae430b9d869,ok,200,application/javascript,17290,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_assets_js_dist_vendor-theme.min.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.8.11,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.8.11,ok,200,application/javascript,46736,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_js_gravityforms.min.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.8.11,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.8.11,ok,200,application/javascript,1836,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_js_jquery.json.min.js,
www.quantumresidential.com,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/jquery.maskedinput.min.js?ver=2.8.11,https://www.quantumresidential.com/wp-content/plugins/gravityforms/js/jquery.maskedinput.min.js?ver=2.8.11,ok,200,application/javascript,4172,research_results/third_party_downloads/www.quantumresidential.com/www.quantumresidential.com_wp-content_plugins_gravityforms_js_jquery.maskedinput.min.js,
