candidate_type,candidate,domain,score,mentions,source_count,sample_sources
org_name,Help Center. Help Center,,51,9,9,research_results/third_party_downloads/x.com/x.com.html | research_results/third_party_downloads/x.com/x.com_HUDExchangeInfo.html | research_results/third_party_downloads/x.com/x.com_OSBANews.html | research_results/third_party_downloads/x.com/x.com_about-us.html | research_results/third_party_downloads/x.com/x.com_c95ba9082e.html
domain,www.mediawiki.org,www.mediawiki.org,50,14,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,vumbnail.com,vumbnail.com,50,8,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,www.safeoregon.com,www.safeoregon.com,50,8,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,oregonteacheroftheyear.org,oregonteacheroftheyear.org,50,8,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,umatillaor.sites.thrillshare.com,umatillaor.sites.thrillshare.com,50,8,2,research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2583213.html | research_results/third_party_downloads/tinyurl.com/www.umatilla.k12.or.us_article_2597337.html
domain,www.related.com,www.related.com,50,6,2,research_results/third_party_downloads/relatednorthwest.com/www.relatedcalifornia.com_our-company_related-northwest.html | research_results/third_party_downloads/relatednorthwest.com/www.relatedcalifornia.com_our-company_related-northwest_1120a89d8b.html
domain,lf16-tiktok-web.tiktokcdn-us.com,lf16-tiktok-web.tiktokcdn-us.com,50,5,5,research_results/third_party_downloads/www.tiktok.com/www.tiktok.com.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_52b897af28.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@oppagenda.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@otheringandbelonging.html | research_results/third_party_downloads/www.tiktok.com/www.tiktok.com_@wordpress.html
org_name,Natural Disaster Find State Resources HUD Partners,,50,11,11,research_results/documents/parsed/07191d2e982a998b5c108d04213e94bb.txt | research_results/documents/parsed/1171b9007c447304c2078fde38778fb3.txt | research_results/documents/parsed/60836bb392b2f12f39e28102c4ae36fa.txt | research_results/documents/parsed/ce61429f7a2184a4678907a98c463d66.txt | research_results/oregon_p1p2_downloads/fairhousing.html
org_name,FrameWorks Institute,,50,7,7,research_results/documents/parsed/0907648c5876f269eb95f4122bbe6150.txt | research_results/documents/parsed/bf83699c0a4f2001dd2920dd6d60b502.txt | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org.html | research_results/third_party_downloads/opportunityagenda.org/opportunityagenda.org_db352f424d.html | research_results/third_party_downloads/www.opportunityagenda.org/opportunityagenda.org.html
org_name,Content Services,,50,7,7,research_results/documents/parsed/771c7d7a5f6fdc434ec6ec3c289c329d.txt | research_results/documents/parsed/937374b235c61ee1f6081afde70f0ce0.txt | research_results/third_party_downloads/info.aiim.org/info.aiim.org_demystifying-document-management-content-management-information-management-and-content-services.html | research_results/third_party_downloads/info.aiim.org/www.aiim.org.html | research_results/third_party_downloads/info.aiim.org/www.aiim.org_e0ea4b3494.html
domain,openverse.org,openverse.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,learn.wordpress.org,learn.wordpress.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,wordpress.tv,wordpress.tv,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,events.wordpress.org,events.wordpress.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,jobs.wordpress.net,jobs.wordpress.net,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,mercantile.wordpress.org,mercantile.wordpress.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,wordpressfoundation.org,wordpressfoundation.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,wordpress.com,wordpress.com,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,ma.tt,ma.tt,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,bbpress.org,bbpress.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,buddypress.org,buddypress.org,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,mastodon.world,mastodon.world,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,wordpress.tumblr.com,wordpress.tumblr.com,49,9,9,research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api.html | research_results/third_party_downloads/api.w.org/developer.wordpress.org_rest-api_55e12db766.html | research_results/third_party_downloads/s.w.org/wordpress.org.html | research_results/third_party_downloads/s.w.org/wordpress.org_072314d454.html | research_results/third_party_downloads/wordpress.org/wordpress.org.html
domain,volunteer.charitynavigator.org,volunteer.charitynavigator.org,49,7,5,research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_971d07e68d.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_about-us.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_843935514.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_942759879.html
domain,intercom.help,intercom.help,49,7,5,research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_971d07e68d.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_about-us.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_843935514.html | research_results/third_party_downloads/www.charitynavigator.org/www.charitynavigator.org_ein_942759879.html
domain,wikimediafoundation.org,wikimediafoundation.org,48,11,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,creativecommons.org,creativecommons.org,48,10,10,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,theeventscalendar.com,theeventscalendar.com,48,9,9,research_results/third_party_downloads/stollberne.com/stollberne.com.html | research_results/third_party_downloads/stollberne.com/stollberne.com_46bb56dec9.html | research_results/third_party_downloads/stollberne.com/stollberne.com_about.html | research_results/third_party_downloads/stollberne.com/stollberne.com_case_quantum-residential-class-action.html | research_results/third_party_downloads/stollberne.com/stollberne.com_case_quantum-residential-class-action_a117381eb1.html
domain,usefulinc.com,usefulinc.com,48,9,9,research_results/documents/parsed/d7e37c7dce04e9bfe1616df0c27a058a.txt | research_results/third_party_downloads/schema.org/schema.org_BreadcrumbList.html | research_results/third_party_downloads/schema.org/schema.org_ImageObject.html | research_results/third_party_downloads/schema.org/schema.org_InteractionCounter.html | research_results/third_party_downloads/schema.org/schema.org_LikeAction.html
domain,www.pdx.edu,www.pdx.edu,48,7,7,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/stollberne.com/stollberne.com_about.html | research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index.aspx | research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index_85e00df05b.aspx
org_name,About Metro Metro Council,,48,11,11,research_results/documents/parsed/0fa504280ae86dd4e5ccf8c473b7d22c.txt | research_results/documents/parsed/78c1b6400b5d5a077a730e1abdd3a397.txt | research_results/documents/parsed/d1b57d035c043d274245fea7ac99f95a.txt | research_results/documents/parsed/ebc99fc1209f8c2c5f749b2004124f65.txt | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html
org_name,Contracts Services,,48,11,11,research_results/documents/parsed/0fa504280ae86dd4e5ccf8c473b7d22c.txt | research_results/documents/parsed/78c1b6400b5d5a077a730e1abdd3a397.txt | research_results/documents/parsed/d1b57d035c043d274245fea7ac99f95a.txt | research_results/documents/parsed/ebc99fc1209f8c2c5f749b2004124f65.txt | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html
org_name,Leadership Metro Council,,48,11,11,research_results/documents/parsed/0fa504280ae86dd4e5ccf8c473b7d22c.txt | research_results/documents/parsed/78c1b6400b5d5a077a730e1abdd3a397.txt | research_results/documents/parsed/d1b57d035c043d274245fea7ac99f95a.txt | research_results/documents/parsed/ebc99fc1209f8c2c5f749b2004124f65.txt | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html
org_name,Henry M. Jackson Foundation,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Nieman Foundation,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Raikes Foundation,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Justice Network,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Public Policy Institute,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,San Diego Alumni Association,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,San Diego Black Graduate Student Association,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Youth Behavioral Health Initiative,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,University Center,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
org_name,Human Service,,48,6,6,research_results/documents/parsed/65855a9e72d39c381c793fccf7e2afd0.txt | research_results/documents/parsed/d222d253ff69a82ff3faca1b694d631e.txt | research_results/documents/parsed/dc398148018f34aaa217529c5dbcce3b.txt | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-univeralism-part2.html | research_results/third_party_downloads/obiu.org/obiu.org_course_stages-of-targeted-universalism-part1.html
domain,www.isbn-international.org,www.isbn-international.org,47,7,1,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,cdn.restorativejustice.org,cdn.restorativejustice.org,46,16,2,research_results/third_party_downloads/restorativejustice.org/restorativejustice.org.html | research_results/third_party_downloads/restorativejustice.org/restorativejustice.org_cf9c2930c4.html
domain,bbbprograms.org,bbbprograms.org,46,12,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,donate.wikimedia.org,donate.wikimedia.org,46,9,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,developer.wikimedia.org,developer.wikimedia.org,46,9,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,stats.wikimedia.org,stats.wikimedia.org,46,9,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,www.wikimedia.org,www.wikimedia.org,46,9,9,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_CURIE.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_8601.html | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_International_Standard_Book_Number.html
domain,oregonencyclopedia.org,oregonencyclopedia.org,46,6,6,research_results/documents/parsed/2cb743c45485324adc632bb0642bc614.txt | research_results/documents/parsed/39aacc6287ece4d98183827562496c5e.txt | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html
org_name,Customer Service,,46,8,8,research_results/documents/parsed/4260e59b296ab49cb9ae241fbba37c68.txt | research_results/documents/parsed/60ff12d7e79e6a9763b86f62b24ac6f4.txt | research_results/documents/parsed/645b1f978c1291384280119d20b07e77.txt | research_results/documents/parsed/ab209b48772a5d8df903743533411a90.txt | research_results/documents/parsed/b3b027941a48b0372a0fe52293173996.txt
domain,www.six-group.com,www.six-group.com,45,17,1,research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_ISO_4217.html
domain,www.oregoncc.org,www.oregoncc.org,45,7,7,research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_16b2d36788.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_about-metro.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_committees.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_projects.html
domain,www.oregonzoo.org,www.oregonzoo.org,45,7,7,research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_16b2d36788.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_about-metro.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_committees.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_projects.html
domain,www.expocenter.org,www.expocenter.org,45,7,7,research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_16b2d36788.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_about-metro.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_committees.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_projects.html
domain,www.portland5.com,www.portland5.com,45,7,7,research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_16b2d36788.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_about-metro.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_committees.html | research_results/third_party_downloads/www.oregonmetro.gov/www.oregonmetro.gov_projects.html
domain,www.justia.com,www.justia.com,44,90,2,research_results/third_party_downloads/dockets.justia.com/dockets.justia.com.html | research_results/third_party_downloads/dockets.justia.com/dockets.justia.com_a554c85c58.html
domain,dockets.justia.com,dockets.justia.com,44,64,2,research_results/third_party_downloads/dockets.justia.com/dockets.justia.com.html | research_results/third_party_downloads/dockets.justia.com/dockets.justia.com_a554c85c58.html
domain,open.spotify.com,open.spotify.com,44,9,5,research_results/third_party_downloads/colorlines.com/colorlines.com.html | research_results/third_party_downloads/colorlines.com/colorlines.com_bd1555a1fc.html | research_results/third_party_downloads/wordpress.org/wordpress.org_news.html | research_results/third_party_downloads/www.colorlines.com/colorlines.com.html | research_results/third_party_downloads/www.colorlines.com/colorlines.com_bd1555a1fc.html
domain,www.periscopeholdings.com,www.periscopeholdings.com,44,8,1,research_results/third_party_downloads/oregonbuys.gov/www.periscopeholdings.com_who-we-are.html
domain,www.livechatinc.com,www.livechatinc.com,44,8,4,research_results/third_party_downloads/www.bbb.org/www.bbb.org.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_31e49e4cd8.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264.html | research_results/third_party_downloads/www.bbb.org/www.bbb.org_us_wa_vancouver_profile_property-management_quantum-residential-inc-1296-22139264_07f5d73c8a.html
domain,dev.visualwebsiteoptimizer.com,dev.visualwebsiteoptimizer.com,44,6,3,research_results/third_party_downloads/www.guidestar.org/www.guidestar.org.html | research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_33a08789e6.html | research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_profile_shared_89796459-f7f6-4286-b0df-2352a87aef3f.html
domain,www.ohs.org,www.ohs.org,44,6,6,research_results/documents/parsed/9992a1019c1a850d63d4e6c5f0ef450b.txt | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_articles_blacks_in_oregon.html | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html
domain,wou.edu,wou.edu,44,6,6,research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org.html | research_results/third_party_downloads/oregonencyclopedia.org/www.oregonencyclopedia.org_7c6688cdd5.html | research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index.aspx | research_results/third_party_downloads/www.oregon.gov/www.oregon.gov_Pages_index_85e00df05b.aspx | research_results/third_party_downloads/www.oregonencyclopedia.org/www.oregonencyclopedia.org.html
org_name,Helping Americans HUD Partners,,44,9,9,research_results/documents/parsed/07191d2e982a998b5c108d04213e94bb.txt | research_results/documents/parsed/60836bb392b2f12f39e28102c4ae36fa.txt | research_results/oregon_p1p2_downloads/fairhousing.html | research_results/third_party_downloads/www.hud.gov/www.hud.gov.html | research_results/third_party_downloads/www.hud.gov/www.hud.gov_ba31fc7545.html
domain,rr4---sn-nx57ynz7.googlevideo.com,rr4---sn-nx57ynz7.googlevideo.com,43,11,3,research_results/third_party_downloads/youtu.be/www.youtube.com_watch.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_a11e8d949b.html | research_results/third_party_downloads/youtu.be/www.youtube.com_watch_c6af67a01c.html
org_name,The Government Alliance,,43,8,8,research_results/documents/parsed/13a8dbfefb0e62ac8f3861aa3b6c4758.txt | research_results/documents/parsed/6edb45aeefba069c869f50585373f1c6.txt | research_results/third_party_downloads/raceforward.org/www.raceforward.org.html | research_results/third_party_downloads/raceforward.org/www.raceforward.org_641110ad5f.html | research_results/third_party_downloads/www.guidestar.org/www.guidestar.org_profile_shared_89796459-f7f6-4286-b0df-2352a87aef3f.html
domain,secure.gravatar.com,secure.gravatar.com,42,14,1,research_results/third_party_downloads/wordpress.org/wordpress.org_plugins_gdpr-cookie-compliance.html
domain,dublincore.org,dublincore.org,42,9,5,research_results/documents/parsed/2195e7212f1c4ad1e4ee1c0bb15a46b1.txt | research_results/documents/parsed/5184c7c35874f7f32dd9b11fd5c0851e.txt | research_results/third_party_downloads/en.wikipedia.org/en.wikipedia.org_wiki_Dublin_Core.html | research_results/third_party_downloads/schema.org/schema.org_ImageObject.html | research_results/third_party_downloads/schema.org/schema.org_VideoObject.html
domain,htmlcleaner.sourceforge.net,htmlcleaner.sourceforge.net,42,8,2,research_results/documents/parsed/a8e9b1c172c480ab56bd7001e3a0291a.txt | research_results/third_party_downloads/github.com/github.com_johndeverall_opengraph-java.html
